,id,sex,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,occupation_type,result
6799,94415,1,0,1.0,198.0,2019.0,Full-time,1.0,Alumnus (Master's),English,university,0
6800,91650,2,0,1.0,83.0,2010.0,Full-time,1.0,Student (Bachelor's),False,university,0
6801,79349,1,0,1.0,653.0,2018.0,Full-time,0.0,Student (Master's),Русский,university,1
6803,64556,1,1,1.0,312.0,2010.0,Full-time,1.0,Alumnus (Specialist),Русский,university,1
6804,35552,2,1,1.0,0.0,0.0,Full-time,0.0,Student (Master's),Русский,university,0
6805,23258,2,0,1.0,93.0,2018.0,Full-time,0.0,Undergraduate applicant,Русский,university,0
6806,7646,1,0,1.0,290.0,2016.0,Full-time,0.0,Student (Master's),False,university,1
6807,31524,2,0,1.0,245.0,2004.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
6808,67933,2,1,1.0,393.0,2013.0,Full-time,4.0,Alumnus (Specialist),Українська;Русский;English,work,0
6809,57764,2,0,1.0,49.0,0.0,Full-time,0.0,Student (Bachelor's),False,university,0
6810,57959,2,1,1.0,438.0,2012.0,Distance Learning,0.0,Student (Specialist),Русский,university,0
6811,26729,2,0,1.0,70.0,2005.0,Full-time,4.0,Alumnus (Bachelor's),Русский,university,0
6812,79267,2,1,1.0,112.0,2011.0,Full-time,4.0,Student (Bachelor's),Русский;Татарча,university,0
6813,11041,2,0,1.0,206.0,2016.0,Full-time,4.0,Student (Master's),Русский,university,0
6814,80153,2,1,1.0,74.0,2004.0,Full-time,4.0,Alumnus (Bachelor's),Русский,university,0
6815,582,2,0,1.0,243.0,2009.0,Full-time,0.0,Alumnus (Specialist),False,work,1
6816,77306,1,0,1.0,257.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский;English,university,1
6817,1074,2,1,1.0,174.0,2014.0,Distance Learning,4.0,Undergraduate applicant,Русский,work,0
6818,23079,2,0,1.0,176.0,2012.0,Distance Learning,4.0,Student (Specialist),Русский,university,0
6819,31486,2,0,1.0,157.0,2016.0,Distance Learning,0.0,Student (Specialist),Русский,university,0
6820,59330,2,0,1.0,351.0,2019.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,university,1
6821,84696,1,1,1.0,8939.0,2013.0,Full-time,0.0,Alumnus (Master's),Русский;English;Français;Español,work,1
6822,53733,2,1,1.0,11.0,2010.0,Distance Learning,0.0,Student (Specialist),False,university,0
6823,1468,1,0,1.0,2583.0,2009.0,Distance Learning,0.0,Alumnus (Specialist),Русский,work,1
6824,72036,1,0,1.0,209.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
6825,55535,2,0,1.0,213.0,2013.0,Full-time,0.0,Alumnus (Specialist),False,university,1
6826,10901,1,0,1.0,660.0,0.0,Full-time,7.0,Student (Bachelor's),English,university,1
6827,47417,1,0,1.0,339.0,2010.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,1
6829,60402,2,0,1.0,0.0,2011.0,Distance Learning,0.0,Alumnus (Bachelor's),False,university,1
6830,15634,2,1,0.0,43.0,2006.0,Full-time,4.0,Alumnus (Bachelor's),False,university,1
6831,74212,2,1,1.0,110.0,2015.0,Full-time,0.0,Student (Specialist),Русский,university,0
6832,22020,2,0,1.0,53.0,1988.0,Full-time,0.0,PhD,Русский,university,0
6833,12264,1,1,1.0,26.0,1999.0,Distance Learning,0.0,Alumnus (Specialist),False,university,1
6834,89157,1,1,1.0,966.0,2009.0,Distance Learning,0.0,Student (Bachelor's),Русский,university,1
6835,93985,2,0,1.0,4216.0,2023.0,Distance Learning,6.0,Student (Bachelor's),Русский;English,university,1
6836,88352,1,1,1.0,57.0,2000.0,Full-time,1.0,Alumnus (Specialist),Русский,work,1
6837,88582,2,0,1.0,137.0,2016.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,work,0
6838,15006,2,0,1.0,965.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
6839,62966,2,0,1.0,386.0,2008.0,Full-time,1.0,Alumnus (Specialist),Русский;Українська;English,work,1
6840,15193,1,1,1.0,195.0,2010.0,Distance Learning,6.0,Student (Bachelor's),False,university,1
6841,38259,1,1,1.0,257.0,2013.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
6842,50792,2,1,1.0,204.0,2014.0,Distance Learning,4.0,Student (Specialist),Русский,university,0
6843,17042,2,1,1.0,159.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
6845,7539,1,1,1.0,1342.0,2014.0,Distance Learning,4.0,Student (Bachelor's),Русский,university,1
6849,83254,2,1,1.0,150.0,2012.0,Full-time,1.0,Student (Specialist),Русский;Українська,work,0
6850,49721,1,1,1.0,332.0,2002.0,Distance Learning,1.0,Alumnus (Specialist),Русский,university,1
6851,32475,1,1,1.0,255.0,2013.0,Full-time,4.0,Alumnus (Specialist),False,university,1
6852,51744,1,1,1.0,177.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1
6854,36030,1,0,1.0,157.0,1985.0,Full-time,0.0,Alumnus (Master's),False,university,1
6855,67581,2,0,1.0,253.0,2009.0,Distance Learning,1.0,Alumnus (Specialist),Русский,work,0
6856,63450,2,1,1.0,68.0,2003.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
6857,85614,1,0,1.0,159.0,2016.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский;English;Deutsch;Español,university,1
6858,62686,2,0,1.0,16.0,2002.0,Distance Learning,0.0,Student (Specialist),Русский,university,1
6859,20094,2,1,1.0,39.0,2012.0,Full-time,0.0,PhD,Русский,university,0
6860,92505,1,0,1.0,634.0,0.0,Full-time,0.0,Student (Specialist),Русский;English;Français;Deutsch,work,1
6862,47976,2,0,1.0,227.0,2010.0,Full-time,4.0,Alumnus (Specialist),Русский;English,university,0
6863,54141,2,1,1.0,36.0,0.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
6864,59115,2,0,1.0,227.0,2012.0,Full-time,4.0,Alumnus (Specialist),Русский;English,work,0
6865,63429,2,0,1.0,618.0,2006.0,Full-time,1.0,Alumnus (Specialist),Русский;Українська,work,1
6866,94818,1,1,1.0,546.0,2014.0,Full-time,4.0,Student (Specialist),False,university,1
6867,9641,2,0,1.0,138.0,2014.0,Distance Learning,4.0,Undergraduate applicant,Русский,work,0
6868,31467,2,1,1.0,235.0,2013.0,Distance Learning,4.0,Student (Specialist),False,work,0
6870,94525,2,1,1.0,199.0,2014.0,Full-time,0.0,Student (Specialist),False,university,0
6871,77898,2,0,1.0,203.0,1965.0,Full-time,4.0,Alumnus (Master's),Русский,university,0
6872,27931,1,0,1.0,361.0,0.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
6873,77603,2,0,1.0,23.0,2008.0,Full-time,4.0,Student (Bachelor's),Русский,work,0
6874,24460,2,0,1.0,165.0,0.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English,university,0
6875,26133,1,1,1.0,332.0,2010.0,Full-time,0.0,Alumnus (Specialist),English,university,1
6877,60005,2,0,1.0,2193.0,2007.0,Full-time,4.0,Alumnus (Master's),Русский;Українська;English,work,1
6878,47843,2,0,1.0,313.0,2014.0,Full-time,4.0,Student (Specialist),Русский;English,work,1
6879,65698,1,1,1.0,982.0,2006.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский;Українська;Deutsch;English;Polski,university,1
6880,43404,2,0,1.0,134.0,2002.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
6881,46539,2,0,1.0,152.0,0.0,Full-time,2.0,Student (Specialist),Русский,university,0
6882,96991,2,1,1.0,4580.0,2008.0,Full-time,0.0,Alumnus (Master's),Українська;English;Русский;Polski,work,1
6883,22785,2,1,1.0,44.0,2007.0,Full-time,2.0,Alumnus (Specialist),Русский;Українська,work,0
6884,22400,1,1,1.0,342.0,2012.0,Distance Learning,1.0,Alumnus (Specialist),False,university,1
6885,19306,2,1,1.0,163.0,2012.0,Full-time,1.0,Alumnus (Specialist),Русский,university,1
6886,3315,2,0,1.0,139.0,2011.0,Full-time,0.0,Alumnus (Specialist),Русский;Українська;English,university,0
6887,50230,2,0,1.0,222.0,0.0,Full-time,4.0,Student (Master's),Русский,work,0
6888,50656,2,1,1.0,114.0,2014.0,Full-time,1.0,Alumnus (Specialist),Русский,university,1
6890,63452,1,1,1.0,241.0,2010.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
6891,49809,2,1,1.0,61.0,2015.0,Full-time,4.0,Student (Bachelor's),English;Русский,work,1
6893,25587,1,0,1.0,176.0,2009.0,Full-time,0.0,Student (Specialist),False,work,0
6894,73929,1,1,1.0,33.0,2015.0,Full-time,1.0,Alumnus (Specialist),False,university,0
6895,28840,1,0,1.0,169.0,2010.0,Distance Learning,4.0,Alumnus (Specialist),Русский,work,1
6896,30181,1,0,1.0,14773.0,2010.0,Distance Learning,0.0,Student (Master's),Русский,work,0
6897,22778,2,0,1.0,99.0,2009.0,Distance Learning,1.0,Alumnus (Specialist),Русский,university,0
6898,3888,2,0,1.0,972.0,2012.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
6900,64778,1,0,1.0,772.0,2010.0,Full-time,4.0,Student (Specialist),Русский,work,1
6901,51200,2,0,1.0,64.0,2010.0,Full-time,4.0,Alumnus (Bachelor's),Русский,university,0
6902,29425,2,0,1.0,183.0,2009.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
6903,25532,2,1,1.0,1.0,0.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,university,1
6904,67218,1,0,1.0,423.0,2016.0,Distance Learning,0.0,Student (Master's),English;Українська;Русский,university,1
6906,96189,1,1,1.0,42.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,university,1
6907,79328,2,1,1.0,140.0,2011.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
6908,94074,1,0,1.0,319.0,2016.0,Full-time,0.0,Student (Bachelor's),Русский;English;Français;Lingua Latina,university,1
6909,97126,1,1,1.0,524.0,2005.0,Distance Learning,0.0,Alumnus (Bachelor's),Русский,work,0
6910,5619,2,1,1.0,4417.0,0.0,Full-time,0.0,PhD,Русский;English;Türkçe;Башҡортса;Татарча,work,1
6911,78963,2,0,1.0,402.0,2011.0,Full-time,0.0,Student (Specialist),False,work,1
6913,15177,2,1,1.0,109.0,2012.0,Distance Learning,0.0,PhD,Русский,university,0
6914,80179,2,0,1.0,48.0,2015.0,Distance Learning,4.0,Student (Specialist),False,university,0
6915,26352,2,1,1.0,213.0,2012.0,Full-time,0.0,Student (Specialist),Русский,university,0
6916,54338,1,1,1.0,182.0,2004.0,Full-time,4.0,Alumnus (Specialist),False,university,1
6917,74953,2,0,1.0,422.0,1993.0,Full-time,0.0,Alumnus (Master's),Русский,work,1
6918,14583,2,0,1.0,7.0,2013.0,Full-time,0.0,Student (Specialist),Русский;Українська;English,university,0
6919,24847,2,1,1.0,264.0,2010.0,Full-time,1.0,Student (Bachelor's),False,university,0
6920,95437,1,1,1.0,196.0,2014.0,Full-time,7.0,Alumnus (Bachelor's),False,work,1
6921,67539,2,1,1.0,264.0,2011.0,Full-time,5.0,Alumnus (Specialist),Русский,work,0
6922,17197,2,1,1.0,75.0,2001.0,Distance Learning,0.0,Alumnus (Bachelor's),Русский,university,0
6923,64372,2,1,1.0,108.0,2014.0,Distance Learning,6.0,Student (Bachelor's),Русский,university,0
6924,20709,2,0,1.0,72.0,2011.0,Distance Learning,4.0,Alumnus (Specialist),False,university,0
6925,53836,1,1,1.0,313.0,2013.0,Full-time,1.0,Student (Master's),False,university,1
6926,82095,2,0,1.0,104.0,2001.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
6927,58161,1,1,1.0,378.0,2009.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,1
6928,9764,2,0,1.0,100.0,0.0,Full-time,6.0,Alumnus (Specialist),Русский,work,1
6929,23450,2,1,1.0,340.0,2006.0,Full-time,7.0,Alumnus (Specialist),Русский;English,university,0
6930,8923,1,1,1.0,214.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский;English;Español,university,1
6931,75206,2,0,1.0,268.0,2013.0,Distance Learning,0.0,Student (Specialist),Русский,work,0
6932,77710,1,0,1.0,311.0,2014.0,Full-time,0.0,Alumnus (Specialist),Русский;Español;Українська;English,university,1
6933,84887,1,0,1.0,1509.0,2015.0,Full-time,0.0,Alumnus (Specialist),False,work,1
6934,35412,1,0,1.0,147.0,2015.0,Full-time,0.0,Alumnus (Master's),Русский;English;Deutsch;Français,university,1
6935,40401,2,0,1.0,133.0,2019.0,Full-time,0.0,Alumnus (Bachelor's),Русский,work,1
6936,89916,2,0,1.0,95.0,2014.0,Full-time,0.0,Alumnus (Specialist),False,university,0
6938,42811,1,1,1.0,285.0,0.0,Full-time,7.0,Student (Specialist),Русский,university,1
6939,89367,1,0,1.0,74.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
6940,96978,2,1,1.0,24.0,2012.0,Full-time,0.0,Student (Specialist),False,university,1
6942,20048,1,1,1.0,763.0,0.0,Full-time,4.0,Alumnus (Bachelor's),Русский,work,1
6943,39156,2,0,1.0,313.0,2008.0,Distance Learning,4.0,Student (Specialist),Русский,university,0
6944,99205,1,1,1.0,1132.0,0.0,Full-time,1.0,Student (Specialist),Русский,university,0
6946,79412,2,0,1.0,393.0,2020.0,Distance Learning,1.0,Alumnus (Bachelor's),Русский;English,work,0
6949,78005,1,0,1.0,171.0,2014.0,Distance Learning,1.0,Student (Specialist),Русский,work,1
6950,57064,2,0,1.0,115.0,2013.0,Distance Learning,4.0,Student (Specialist),Русский,university,0
6951,36307,1,0,1.0,219.0,1997.0,Full-time,4.0,Alumnus (Master's),Русский,university,1
6952,71807,1,0,1.0,1241.0,1990.0,Full-time,1.0,Alumnus (Specialist),Русский;English;Deutsch;עברית,university,1
6953,61838,2,1,1.0,301.0,2012.0,Full-time,6.0,Student (Bachelor's),Русский;Română,university,0
6954,53705,2,0,1.0,8712.0,2006.0,Distance Learning,6.0,Undergraduate applicant,Русский;Українська,university,0
6955,94567,1,1,1.0,481.0,2015.0,Full-time,1.0,Alumnus (Master's),Русский;Українська;English;Հայերեն,university,1
6956,76894,1,1,1.0,714.0,2010.0,Full-time,2.0,Alumnus (Specialist),False,university,1
6957,15019,1,0,1.0,1071.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский,work,1
6958,39883,2,1,1.0,29.0,2013.0,Full-time,1.0,Student (Bachelor's),Русский,university,1
6959,93061,1,1,1.0,109.0,2004.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1
6960,44110,1,0,1.0,974.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English;汉语,university,1
6962,56748,2,1,1.0,134.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,0
6963,31352,1,1,1.0,729.0,2009.0,Full-time,4.0,Student (Bachelor's),Русский;English;Українська,university,1
6964,34147,2,0,1.0,112.0,2009.0,Part-time,0.0,Alumnus (Specialist),False,work,0
6965,60303,2,0,1.0,103.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский;Ирон,university,1
6966,17356,2,0,1.0,949.0,2012.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
6967,49459,2,1,1.0,224.0,2017.0,Full-time,0.0,Student (Specialist),False,university,0
6968,12733,2,0,1.0,936.0,2013.0,Full-time,4.0,Student (Master's),Русский,work,0
6969,86028,2,1,1.0,35.0,2013.0,Full-time,4.0,Student (Specialist),Русский,university,1
6970,65029,2,0,1.0,1138.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
6971,28534,1,0,1.0,621.0,2020.0,Full-time,0.0,Student (Master's),Русский;English;Deutsch,university,1
6972,53302,1,0,1.0,315.0,2018.0,Full-time,0.0,Student (Specialist),False,university,1
6973,43334,1,1,1.0,184.0,2014.0,Full-time,0.0,Alumnus (Specialist),False,university,1
6974,95758,1,0,1.0,421.0,2012.0,Full-time,4.0,Student (Bachelor's),False,university,1
6975,20501,2,0,1.0,5299.0,2018.0,Distance Learning,0.0,Student (Specialist),Русский;English;Deutsch,work,1
6976,89802,2,0,1.0,604.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский;English,university,0
6977,79107,2,1,1.0,155.0,2011.0,Full-time,0.0,Student (Specialist),Українська,university,0
6978,5554,2,1,1.0,23.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
6979,89850,1,1,1.0,283.0,2013.0,Full-time,0.0,Alumnus (Master's),Русский,university,1
6980,9056,2,1,1.0,422.0,2014.0,Distance Learning,4.0,Student (Bachelor's),Русский;English;Татарча,work,0
6981,84195,2,0,1.0,145.0,2010.0,Distance Learning,4.0,Student (Specialist),False,university,0
6982,55904,2,1,1.0,120.0,2014.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
6983,11797,2,0,1.0,67.0,2007.0,Full-time,4.0,Student (Specialist),Русский,university,0
6984,58158,2,1,1.0,89.0,2012.0,Full-time,1.0,Student (Master's),Русский;Українська;English;Deutsch,university,0
6985,76547,2,1,1.0,932.0,1999.0,Full-time,1.0,Alumnus (Specialist),Русский;English;Deutsch;Українська,work,1
6986,15988,1,1,1.0,685.0,0.0,Full-time,0.0,Student (Specialist),Русский;English,university,1
6987,96929,2,0,1.0,133.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
6988,2689,1,0,1.0,504.0,2022.0,Full-time,0.0,Student (Bachelor's),Русский;English;Français;Italiano;Español,work,1
6989,69728,1,0,1.0,217.0,2001.0,Full-time,1.0,Alumnus (Specialist),Русский,work,1
6990,59716,2,0,1.0,303.0,2012.0,Full-time,7.0,Student (Specialist),Русский,university,0
6991,88751,1,1,1.0,96.0,2001.0,Distance Learning,0.0,Alumnus (Bachelor's),False,university,1
6992,20331,2,0,1.0,0.0,2016.0,Full-time,4.0,Student (Specialist),False,university,0
6993,42522,1,0,1.0,2.0,2013.0,Full-time,0.0,Alumnus (Specialist),False,work,1
6994,41717,2,0,1.0,54.0,2004.0,Distance Learning,0.0,Alumnus (Specialist),Русский,university,1
6995,24768,1,0,1.0,809.0,2000.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
6996,47786,1,0,1.0,1349.0,2006.0,Full-time,4.0,Alumnus (Master's),Русский,university,1
6997,85414,2,0,1.0,38.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
6998,1293,2,0,1.0,168.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
7000,21080,2,1,1.0,305.0,0.0,Full-time,0.0,Student (Specialist),Русский,university,0
7001,11178,2,0,1.0,2.0,2004.0,Distance Learning,0.0,Alumnus (Bachelor's),False,work,0
7002,97761,1,1,1.0,931.0,2012.0,Full-time,0.0,Student (Specialist),False,university,1
7003,58012,2,0,1.0,41.0,2004.0,Full-time,4.0,Candidate of Sciences,Русский,work,1
7005,9606,2,1,1.0,340.0,2015.0,Full-time,4.0,Student (Specialist),Русский,university,0
7006,27534,2,0,1.0,117.0,2015.0,Full-time,0.0,Student (Specialist),False,university,1
7007,77028,2,1,1.0,191.0,2006.0,Full-time,0.0,Alumnus (Master's),Русский,university,1
7008,90673,1,1,0.0,54.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,university,1
7009,44417,2,1,1.0,323.0,2017.0,Distance Learning,0.0,Student (Bachelor's),Русский,university,0
7010,12038,1,0,1.0,230.0,2011.0,Distance Learning,0.0,Student (Specialist),Русский,work,1
7011,62062,2,1,1.0,875.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
7012,91309,1,0,1.0,732.0,0.0,Full-time,4.0,Alumnus (Bachelor's),Русский,university,1
7014,30994,2,1,1.0,330.0,2011.0,Part-time,1.0,Alumnus (Specialist),Русский,university,0
7015,68568,2,0,1.0,440.0,2009.0,Full-time,4.0,Student (Bachelor's),Русский,work,0
7017,46183,2,1,1.0,2664.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,work,1
7018,95228,1,0,1.0,806.0,2015.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
7019,97878,2,1,1.0,292.0,2014.0,Full-time,4.0,Student (Specialist),Русский,university,0
7021,92296,2,1,1.0,58.0,1985.0,Full-time,4.0,Alumnus (Master's),Русский,university,0
7022,59517,2,0,1.0,108.0,0.0,Distance Learning,4.0,Alumnus (Specialist),Русский,university,0
7023,78841,1,1,1.0,531.0,2021.0,Full-time,0.0,Alumnus (Bachelor's),False,university,1
7024,4166,2,1,1.0,94.0,2009.0,Full-time,0.0,Student (Specialist),False,work,0
7025,65286,2,1,1.0,164.0,2014.0,Full-time,0.0,Alumnus (Master's),Русский;English;Deutsch,work,1
7026,83737,1,0,1.0,1300.0,2013.0,Full-time,1.0,Student (Specialist),Русский,university,1
7027,4795,2,0,1.0,135.0,2014.0,Full-time,1.0,Student (Specialist),Русский;English;Deutsch,university,1
7028,35212,2,1,1.0,334.0,2009.0,Full-time,7.0,Alumnus (Specialist),Русский,work,0
7029,9973,2,0,1.0,566.0,2012.0,Full-time,4.0,Student (Specialist),Русский,work,0
7030,43746,2,1,1.0,36.0,2005.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
7031,98615,2,0,1.0,58.0,2003.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
7032,74372,2,0,1.0,101.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,work,0
7033,79933,1,1,1.0,776.0,2012.0,Full-time,4.0,Student (Specialist),Русский,university,1
7034,22295,1,0,1.0,164.0,0.0,Full-time,1.0,Student (Specialist),Русский;English,university,1
7035,34873,2,0,1.0,508.0,2009.0,Full-time,4.0,Student (Specialist),False,university,0
7036,89065,1,0,1.0,49.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,work,1
7037,35170,1,1,1.0,226.0,2013.0,Part-time,4.0,Alumnus (Specialist),Русский,university,1
7038,62232,1,1,1.0,244.0,2013.0,Full-time,2.0,Alumnus (Bachelor's),Русский,university,1
7040,8557,1,1,1.0,1750.0,2014.0,Full-time,4.0,Alumnus (Specialist),Русский,university,1
7041,68327,1,1,1.0,784.0,0.0,Full-time,4.0,Student (Master's),Русский,university,1
7042,83416,2,1,1.0,331.0,2007.0,Full-time,4.0,Alumnus (Master's),Русский,work,0
7043,90899,2,1,1.0,214.0,0.0,Full-time,0.0,Student (Specialist),False,university,1
7044,31144,2,0,1.0,101.0,2011.0,Full-time,2.0,Student (Bachelor's),Русский,work,0
7045,27377,2,1,1.0,23.0,0.0,Full-time,0.0,Student (Specialist),Русский,work,0
7046,89711,1,1,1.0,339.0,2011.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,university,1
7047,63016,2,1,1.0,339.0,2013.0,Distance Learning,1.0,Student (Specialist),Русский,university,1
7048,94100,2,0,1.0,37.0,2005.0,Full-time,4.0,Alumnus (Specialist),Русский;Українська;English;Français,university,0
7049,29011,1,1,1.0,933.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,university,1
7052,8009,1,1,1.0,0.0,2010.0,Distance Learning,1.0,Alumnus (Specialist),Русский,work,1
7053,74090,1,1,1.0,3801.0,2012.0,Full-time,1.0,Alumnus (Specialist),Русский;English,university,1
7054,27683,2,0,1.0,27.0,0.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
7055,90592,2,0,1.0,340.0,2010.0,Full-time,0.0,Student (Specialist),Русский,work,0
7057,89185,2,1,1.0,201.0,2010.0,Full-time,7.0,Alumnus (Specialist),Русский;English,work,0
7058,50725,1,0,1.0,19.0,2002.0,Full-time,0.0,Alumnus (Specialist),False,university,1
7059,86297,1,0,1.0,347.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),Русский,university,1
7061,21012,2,0,1.0,5162.0,2011.0,Full-time,6.0,Undergraduate applicant,Русский,work,1
7062,91868,1,0,1.0,176.0,2009.0,Distance Learning,1.0,Alumnus (Specialist),Русский,university,0
7063,93165,2,0,1.0,123.0,2008.0,Full-time,1.0,Alumnus (Specialist),Русский;English;Deutsch;Italiano,university,0
7064,28098,2,1,1.0,190.0,2017.0,Distance Learning,0.0,Student (Bachelor's),False,university,0
7065,32161,2,1,1.0,174.0,2015.0,Full-time,0.0,Student (Specialist),Русский,university,0
7066,87041,1,1,1.0,513.0,2006.0,Full-time,4.0,Alumnus (Specialist),False,work,1
7067,13022,1,1,1.0,424.0,2017.0,Full-time,0.0,Student (Bachelor's),False,university,1
7068,60113,1,0,1.0,247.0,2009.0,Part-time,4.0,Student (Specialist),False,university,1
7069,32157,1,0,0.0,264.0,2014.0,Distance Learning,5.0,Student (Specialist),Русский,work,1
7070,2957,2,1,1.0,341.0,2019.0,Full-time,0.0,Alumnus (Master's),Русский,work,0
7072,15496,1,1,1.0,2075.0,0.0,Distance Learning,4.0,Student (Specialist),Русский;Українська,university,1
7073,23228,2,0,1.0,657.0,2007.0,Full-time,2.0,Alumnus (Specialist),Русский,university,1
7074,91246,2,0,1.0,573.0,0.0,Distance Learning,4.0,Student (Specialist),Русский,university,0
7077,29822,2,1,1.0,203.0,2002.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
7078,92792,1,0,1.0,136.0,2013.0,Full-time,0.0,Alumnus (Specialist),False,work,1
7079,82043,2,0,1.0,118.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский;English,university,0
7080,29090,1,1,1.0,287.0,2008.0,Full-time,0.0,Alumnus (Master's),Русский;Українська,work,1
7081,21750,2,1,1.0,27.0,2011.0,Full-time,4.0,Alumnus (Bachelor's),False,work,0
7082,36377,2,1,1.0,220.0,2014.0,Full-time,6.0,Student (Specialist),Русский;English,work,0
7083,75560,2,1,1.0,219.0,2003.0,Full-time,4.0,Alumnus (Specialist),Русский,university,0
7084,30322,2,1,1.0,142.0,2003.0,Full-time,4.0,Alumnus (Specialist),Русский,work,0
7085,69056,1,0,1.0,231.0,2016.0,Full-time,0.0,Student (Bachelor's),Русский;English,university,0
7086,19360,2,0,1.0,315.0,2017.0,Full-time,2.0,Student (Bachelor's),Čeština;Русский;English,work,1
7087,39908,1,1,1.0,317.0,2009.0,Full-time,1.0,Alumnus (Bachelor's),False,work,1
7088,83694,2,0,1.0,284.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский;English,work,0
7089,91523,1,1,1.0,323.0,0.0,Full-time,0.0,Student (Specialist),Русский,work,1
7091,49437,1,1,1.0,208.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,university,0
7092,50259,2,1,1.0,137.0,2005.0,Full-time,4.0,Alumnus (Master's),Русский;English;Українська;Türkçe,university,0
7093,17885,2,1,1.0,16.0,2005.0,Full-time,0.0,Alumnus (Specialist),Русский,university,0
7094,9467,1,0,1.0,175.0,2011.0,Full-time,7.0,Alumnus (Specialist),Русский;English,university,1
7095,25267,1,0,1.0,235.0,2015.0,Full-time,0.0,Student (Bachelor's),False,university,1
7097,53399,1,0,1.0,142.0,2011.0,Full-time,1.0,Student (Bachelor's),False,university,1
7098,74440,1,0,1.0,137.0,0.0,Full-time,1.0,Student (Specialist),Русский,work,1
7099,96066,2,0,1.0,38.0,2018.0,Full-time,4.0,Alumnus (Bachelor's),Русский,university,0
7100,30808,2,0,1.0,146.0,2008.0,Full-time,1.0,Alumnus (Specialist),Русский,university,0
7101,44552,2,1,1.0,138.0,2016.0,Full-time,0.0,Student (Bachelor's),Русский,university,0
7102,32500,2,1,1.0,50.0,2011.0,Full-time,1.0,Alumnus (Bachelor's),Русский,university,0
7103,58923,2,0,1.0,84.0,2013.0,Full-time,0.0,Student (Specialist),Русский,university,0
7104,21969,1,1,1.0,19.0,2009.0,Full-time,0.0,Alumnus (Specialist),False,work,1
7105,43324,2,0,1.0,120.0,2015.0,Full-time,6.0,Student (Bachelor's),Русский,university,0
