,bdate,education_form,relation,education_status,langs,occupation_type,career_start,career_end,result
6323,1.3.1992,Full-time,0.0,Undergraduate applicant,Русский,university,False,False,0
6324,5.2.1984,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
6325,,Full-time,0.0,Student (Specialist),Русский,work,2003,False,0
6326,9.5.1985,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
6327,25.9,Full-time,0.0,Alumnus (Specialist),English,university,False,False,1
6328,26.12,Distance Learning,0.0,Student (Specialist),Русский;Саха тыла;English;Эвэды,university,False,False,0
6329,10.4.1985,Part-time,0.0,Candidate of Sciences,False,,False,False,1
6330,1.11.1984,Full-time,7.0,Alumnus (Specialist),Русский,university,False,False,0
6331,19.1.1991,Full-time,0.0,Student (Bachelor's),Русский;Български;English,university,False,False,1
6332,19.6.1978,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
6333,11.1,Full-time,4.0,Alumnus (Specialist),Русский,university,2008,2016,1
6334,26.9.1983,Part-time,4.0,Alumnus (Specialist),False,university,False,False,0
6335,27.12,Full-time,0.0,Alumnus (Bachelor's),Русский;English,university,False,False,0
6336,21.1.1984,Distance Learning,4.0,Student (Specialist),Русский,university,False,False,0
6337,29.11.1977,Full-time,0.0,Alumnus (Master's),Русский,university,False,False,1
6338,3.12.1985,Full-time,1.0,Student (Bachelor's),Русский,university,False,False,0
6339,27.9,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,0
6340,,Full-time,0.0,Alumnus (Bachelor's),Русский,university,False,False,0
6341,14.6,Distance Learning,0.0,Student (Specialist),Русский,work,2020,False,1
6342,4.5.1991,Full-time,4.0,Student (Specialist),Русский,university,False,False,0
6343,1.2.1991,Full-time,4.0,Alumnus (Specialist),Русский,work,2011,False,0
6344,26.8,Full-time,4.0,Alumnus (Specialist),Русский;Українська,,False,False,0
6345,14.7.1987,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
6346,12.8,Full-time,6.0,Student (Bachelor's),Русский,university,False,False,0
6347,4.9.1989,Part-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
6348,1.2.1990,Full-time,1.0,Alumnus (Specialist),Русский,,False,False,0
6349,16.9.1997,Full-time,1.0,Student (Bachelor's),Русский,university,False,False,1
6350,22.2.1989,Full-time,0.0,PhD,Русский,work,2010,False,0
6351,18.3,Full-time,1.0,Alumnus (Master's),Русский;Українська;English;Deutsch,university,False,False,1
6352,19.2.1981,Full-time,4.0,Alumnus (Specialist),Русский,work,2003,False,0
6353,20.1.1985,Part-time,4.0,Alumnus (Bachelor's),Русский;English;Deutsch,work,2006,False,0
6354,7.10.1987,Distance Learning,1.0,Student (Specialist),False,university,False,False,0
6355,,Full-time,0.0,Student (Specialist),False,university,False,False,1
6356,3.10.1988,Full-time,4.0,Alumnus (Specialist),Русский,work,2007,False,0
6357,22.10.1995,Full-time,7.0,Alumnus (Bachelor's),Русский;English,university,False,False,0
6358,28.12.1984,Full-time,1.0,Alumnus (Master's),False,university,2007,2011,0
6359,26.5.1986,Distance Learning,1.0,Alumnus (Master's),Русский,work,2010,False,0
6360,28.4.1996,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
6361,17.9.1988,Full-time,7.0,Alumnus (Specialist),Русский;Українська;English,university,False,False,0
6362,2.9,Full-time,0.0,Alumnus (Specialist),Русский;Українська;English;Français,university,False,False,1
6363,3.9.1993,,4.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
6364,10.9.1991,Full-time,0.0,Student (Master's),Русский;Українська;English;Italiano,university,False,False,1
6365,,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
6366,28.6,Distance Learning,0.0,Alumnus (Bachelor's),Русский,university,2011,False,1
6367,19.12,Full-time,0.0,Alumnus (Specialist),Русский,work,2014,False,1
6368,15.5,Distance Learning,8.0,Alumnus (Specialist),Русский,university,False,False,0
6369,1.6.1994,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
6370,8.9,Full-time,0.0,Student (Specialist),Русский,work,2013,False,1
6371,18.11.1990,Distance Learning,4.0,Student (Bachelor's),Русский,university,2010,False,0
6372,31.10.1997,Full-time,0.0,Student (Specialist),Русский;English;Deutsch,university,False,False,0
6373,9.5.1978,Part-time,4.0,Alumnus (Bachelor's),Русский,work,False,False,0
6374,21.10.1987,Full-time,0.0,Alumnus (Specialist),False,work,False,False,1
6375,14.10,Full-time,0.0,Candidate of Sciences,False,work,2018,False,1
6376,8.12.1987,Full-time,4.0,Student (Specialist),Русский,work,2007,False,0
6377,,Part-time,0.0,Student (Specialist),False,university,2009,2008,1
6378,22.1.1993,Full-time,4.0,Student (Specialist),Русский;English,university,False,False,1
6379,1.10.1987,Full-time,1.0,Alumnus (Specialist),Русский,university,2006,2014,0
6380,,,1.0,Student (Specialist),Русский,university,False,False,1
6381,2.11.1978,Full-time,1.0,Alumnus (Specialist),Русский;Українська;English,work,2004,False,1
6382,1.2,Distance Learning,1.0,Student (Specialist),Русский,university,False,False,1
6383,,Full-time,1.0,Student (Specialist),Русский,university,False,False,1
6384,10.10.1987,Distance Learning,4.0,Alumnus (Specialist),Русский,university,2008,False,0
6385,,Full-time,0.0,Alumnus (Specialist),Русский,university,2007,2005,0
6386,13.7.1996,Full-time,1.0,Alumnus (Bachelor's),False,university,False,False,1
6387,,Distance Learning,1.0,Alumnus (Specialist),False,work,2006,False,0
6388,31.1.1986,Full-time,4.0,Alumnus (Specialist),False,work,2017,False,1
6389,14.11.1978,Full-time,4.0,Alumnus (Bachelor's),False,university,False,False,0
6390,16.3,Full-time,1.0,Alumnus (Specialist),संस्कृतम्,university,2020,2021,1
6391,2.9,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
6392,11.2.1991,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
6393,15.1,,0.0,Alumnus (Bachelor's),False,work,2013,2013,1
6394,23.9,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
6395,5.3.1988,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
6396,,Full-time,0.0,Student (Master's),False,university,False,False,0
6397,,Distance Learning,0.0,Student (Bachelor's),Русский;Українська;English,work,2014,False,1
6398,17.8.1974,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
6399,13.3,,4.0,Alumnus (Specialist),Русский,university,False,False,0
6400,27.2.1988,,4.0,Alumnus (Bachelor's),Русский,university,2011,False,0
6401,28.12,Full-time,0.0,Student (Bachelor's),Русский;English,university,False,False,1
6402,23.12.1983,Full-time,4.0,Alumnus (Specialist),Русский;English,university,2005,2014,0
6403,,Distance Learning,0.0,Student (Bachelor's),Русский;English;Eesti,university,False,False,1
6404,26.11,Distance Learning,4.0,Alumnus (Specialist),Русский,work,1992,False,0
6405,26.9.1991,Full-time,4.0,Alumnus (Bachelor's),Русский;English;한국어,university,2013,2017,1
6406,8.2,Full-time,0.0,Alumnus (Master's),Русский,university,False,False,1
6407,3.2.1987,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,0
6408,,Full-time,2.0,Alumnus (Bachelor's),Русский;English,university,False,False,0
6409,15.3.1984,Distance Learning,1.0,Alumnus (Specialist),Русский,university,False,False,0
6410,24.4,Distance Learning,0.0,Student (Specialist),False,university,False,False,1
6411,,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
6412,4.5,Full-time,4.0,Alumnus (Specialist),Русский;English;Nederlands;Español,university,2008,2010,1
6413,8.5,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
6414,8.3,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,1
6415,20.6.1985,Full-time,0.0,Candidate of Sciences,Русский,,False,False,0
6416,15.10.1979,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
6417,27.6,Distance Learning,0.0,Student (Specialist),Русский;English;Français,university,False,False,1
6418,10.6,Part-time,4.0,Alumnus (Specialist),Русский,work,2004,False,1
6419,17.3.1989,,4.0,Alumnus (Specialist),Русский,university,False,False,1
6420,25.2,Full-time,6.0,Alumnus (Specialist),Русский,university,False,False,1
6421,17.4,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,1
6422,17.3,Full-time,4.0,Student (Specialist),Русский,work,2011,False,0
6423,18.1,Full-time,0.0,Student (Specialist),Українська,university,False,False,0
6424,17.1.1990,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,1
6425,8.7,Full-time,7.0,Student (Bachelor's),Русский;English;Español,university,False,False,1
6426,26.2.1989,Full-time,0.0,Alumnus (Specialist),Русский,work,2008,False,1
6427,28.4,Full-time,4.0,Student (Specialist),Русский,university,1991,2010,0
6428,17.8.1974,Full-time,1.0,Alumnus (Master's),English;Русский,university,False,False,0
6429,12.11.1983,Full-time,4.0,Alumnus (Specialist),False,work,1955,False,0
6430,23.5.1984,,6.0,Alumnus (Specialist),Русский;Беларуская,work,2010,False,1
6431,26.3.1987,Full-time,4.0,Alumnus (Specialist),Русский;English,university,False,False,1
6432,15.6.1982,,4.0,Alumnus (Specialist),Русский,university,False,False,0
6433,,Distance Learning,1.0,Alumnus (Specialist),Русский,university,False,False,0
6434,15.5.1989,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
6435,26.6,Full-time,1.0,Alumnus (Specialist),Русский;English,university,False,False,0
6436,22.10,Full-time,7.0,Alumnus (Specialist),False,work,False,False,1
6437,11.9,Part-time,1.0,Student (Bachelor's),Русский;Українська;English,university,False,False,0
6438,4.3,Full-time,4.0,Student (Specialist),Русский,,False,False,0
6439,21.7.1988,Full-time,4.0,Student (Specialist),Русский,work,2016,False,0
6440,24.4.1987,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
6441,19.3.1992,Full-time,0.0,Alumnus (Bachelor's),Русский;English;Français,university,False,False,1
6442,,Full-time,0.0,Alumnus (Bachelor's),Русский;English;Deutsch,university,False,False,0
6443,25.4.1990,Full-time,4.0,Student (Bachelor's),Русский,work,2011,2019,1
6444,10.3.1988,Distance Learning,0.0,Alumnus (Specialist),False,university,False,False,0
6445,19.6.1987,Full-time,0.0,Student (Specialist),False,university,False,False,0
6446,12.3,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
6447,16.9.1987,Full-time,0.0,Alumnus (Specialist),Русский,work,2007,False,0
6448,27.3.1985,Distance Learning,4.0,Student (Specialist),False,work,2011,False,1
6449,31.8.1988,,4.0,Alumnus (Specialist),Русский,university,False,False,0
6450,10.9.1989,Distance Learning,7.0,Student (Bachelor's),Русский;English,work,2008,False,0
6451,26.4,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,0
6452,21.4.1990,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
6453,14.11,Full-time,0.0,Student (Bachelor's),Русский;English,university,False,False,1
6454,7.8.1991,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
6455,14.8.1992,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
6456,,Distance Learning,4.0,Alumnus (Master's),Русский,university,1988,False,1
6457,21.3.1991,Full-time,4.0,Student (Specialist),Українська,university,False,False,1
6458,,Full-time,0.0,Student (Specialist),False,,False,False,0
6459,,Distance Learning,4.0,Student (Bachelor's),Русский,university,2010,2020,1
6460,13.7.1983,Full-time,0.0,Alumnus (Specialist),Русский,work,False,False,1
6461,9.4,Full-time,0.0,Student (Specialist),Русский;English,university,False,False,0
6462,27.7.1988,Full-time,6.0,Alumnus (Specialist),Русский,work,2009,False,0
6463,15.2.1987,Distance Learning,4.0,Alumnus (Specialist),Русский;English;Français,work,2011,False,1
6464,29.6.1983,Full-time,4.0,Alumnus (Specialist),Русский,work,2015,False,1
6465,28.4.1978,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,0
6466,15.11,Full-time,0.0,Student (Specialist),Русский;English,university,False,False,1
6467,18.5.1992,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
6468,12.8.1998,Full-time,0.0,Student (Bachelor's),False,university,False,False,1
6469,13.7,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
6470,4.3.1988,Full-time,8.0,Alumnus (Specialist),Русский,work,2008,False,0
6471,29.7,Full-time,4.0,PhD,Русский,university,False,False,0
6472,7.3,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
6473,22.8.1991,Full-time,1.0,Alumnus (Master's),Русский;English,university,False,False,0
6474,28.8,Full-time,0.0,Student (Master's),Русский;English;汉语,university,False,False,1
6475,11.8,Full-time,1.0,Alumnus (Bachelor's),Русский,university,False,False,1
6476,7.10,Distance Learning,1.0,Alumnus (Specialist),False,work,2004,False,0
6477,14.7,Full-time,0.0,Alumnus (Specialist),Русский,work,False,False,1
6478,1.3.1982,Distance Learning,4.0,Alumnus (Master's),Русский,work,1999,False,0
6479,8.11.1982,Full-time,0.0,Alumnus (Bachelor's),Русский;Italiano;English;العربية,work,False,False,1
6480,10.6,Full-time,0.0,Alumnus (Bachelor's),False,university,False,False,0
6481,4.10,Distance Learning,0.0,Student (Bachelor's),Русский;English,university,False,False,0
6482,30.4.1988,Full-time,4.0,Alumnus (Specialist),Русский,work,2013,False,0
6483,10.5.1990,Full-time,0.0,Student (Specialist),Русский,work,2005,2011,1
6484,6.1,Full-time,4.0,Alumnus (Specialist),Русский,,False,False,1
6485,30.12,Distance Learning,4.0,Student (Bachelor's),Русский,work,2016,False,1
6486,30.3,Full-time,6.0,Candidate of Sciences,English,university,1948,2017,0
6487,13.7.1992,,7.0,Alumnus (Specialist),False,university,False,False,1
6488,26.4.1997,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,1
6489,15.7,,2.0,Student (Specialist),False,university,False,False,1
6490,,,1.0,Alumnus (Specialist),Русский;English,,False,False,0
6491,14.1.1996,Full-time,1.0,Student (Specialist),Русский,university,False,False,1
6492,19.11.1986,Full-time,4.0,Alumnus (Specialist),Русский,work,2008,False,0
6493,13.10.1991,Distance Learning,6.0,Student (Bachelor's),Русский,work,2017,False,0
6494,21.5,Full-time,1.0,Student (Specialist),Русский;English,university,False,False,1
6495,27.4,Full-time,4.0,Alumnus (Specialist),Русский,work,2007,False,1
6496,16.12.1993,Full-time,4.0,Alumnus (Bachelor's),Русский,work,2015,False,1
6497,,,0.0,Alumnus (Bachelor's),Русский,university,False,False,0
6498,30.12,Full-time,7.0,Student (Bachelor's),Русский,university,False,False,1
6499,28.8.1985,Full-time,2.0,Alumnus (Specialist),False,university,False,False,0
6500,12.2,Distance Learning,4.0,Student (Bachelor's),False,work,2018,False,1
6501,10.1,Distance Learning,1.0,Alumnus (Specialist),Русский;Українська;English,university,False,False,1
6502,22.11.1990,Distance Learning,4.0,Alumnus (Bachelor's),False,university,False,False,0
6503,4.1,Full-time,0.0,Alumnus (Master's),Русский,university,False,False,1
6504,6.4.1984,Full-time,7.0,Alumnus (Specialist),Русский,university,2008,2019,1
6505,16.3.1990,Full-time,0.0,PhD,Русский,work,2017,False,0
6506,16.4.1981,Distance Learning,1.0,Alumnus (Specialist),Русский,work,2000,False,1
6507,,Part-time,0.0,Student (Bachelor's),False,work,False,False,1
6508,23.7.1991,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
6509,14.7,Part-time,0.0,Student (Specialist),Русский,university,False,False,0
6510,1.6.1983,,0.0,Alumnus (Specialist),Русский;Français;English;Deutsch,university,False,False,1
6511,22.11.1991,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
6512,28.10.1991,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
6513,3.10.1983,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
6514,,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
6515,16.5.1990,Full-time,1.0,Student (Specialist),False,university,False,False,0
6516,3.10.1984,Distance Learning,6.0,Alumnus (Bachelor's),Русский,university,False,False,0
6517,24.4,Part-time,0.0,Alumnus (Specialist),Русский,university,2004,2016,1
6518,22.12.1983,Distance Learning,6.0,Alumnus (Specialist),Русский,university,2007,2019,1
6519,24.9.1988,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
6520,9.2.1990,Part-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
6521,26.7.1984,Full-time,4.0,Alumnus (Specialist),Русский,work,2008,False,0
6522,14.5.1995,,0.0,Student (Master's),Русский;English,university,False,False,1
6523,,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
6524,19.2.1986,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
6525,23.10.1988,Part-time,2.0,Student (Specialist),Русский,work,2014,False,1
6526,,Full-time,4.0,PhD,Русский,work,2006,False,0
6527,,Distance Learning,7.0,Student (Specialist),Русский,university,False,False,0
6528,,Full-time,0.0,Alumnus (Master's),Русский,university,False,False,0
6529,18.7.1991,Full-time,4.0,Alumnus (Specialist),Русский;English,work,2018,False,1
6530,18.1.1983,Full-time,4.0,Alumnus (Specialist),Русский,work,2005,False,1
6531,9.1,Full-time,0.0,Student (Specialist),False,university,False,False,1
6532,,Distance Learning,4.0,Alumnus (Specialist),False,university,False,False,1
6533,16.8.1989,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
6534,21.6.1987,Distance Learning,0.0,Alumnus (Specialist),False,university,False,False,0
6535,10.12.1980,Full-time,4.0,Alumnus (Specialist),Русский,work,2003,False,0
6536,8.9.1989,Full-time,0.0,Alumnus (Specialist),Русский,work,False,False,0
6537,24.7,Full-time,0.0,Student (Bachelor's),Русский;English,work,2016,False,0
6538,2.4.1988,Full-time,6.0,Student (Bachelor's),Русский,university,False,False,0
6539,12.4.1986,Full-time,4.0,Student (Specialist),Русский,work,2009,False,0
6540,27.2.1988,Distance Learning,4.0,Student (Specialist),False,university,False,False,0
6541,,Full-time,1.0,Student (Bachelor's),False,university,False,False,0
6542,19.7.1982,,4.0,Alumnus (Specialist),Русский,work,2003,False,0
6543,13.6,Full-time,0.0,Alumnus (Master's),Русский;English;Deutsch,university,False,False,0
6544,20.4.1988,Full-time,4.0,Alumnus (Specialist),Русский,work,2012,False,0
6545,11.7,,0.0,PhD,False,,False,False,0
6546,7.3,Full-time,4.0,Alumnus (Specialist),English,university,False,False,1
6547,11.4.1986,Full-time,6.0,Alumnus (Specialist),Русский,university,False,False,1
6548,11.12,,0.0,Alumnus (Specialist),Русский,university,False,False,1
6549,26.7.1991,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
6550,14.3.1988,Full-time,1.0,Student (Specialist),False,,False,False,1
6551,29.1,Full-time,0.0,Student (Specialist),False,university,False,False,0
6552,22.1.1991,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
6553,1.5.1990,Full-time,0.0,Student (Specialist),Русский,university,2015,2013,0
6554,21.8.1989,Distance Learning,0.0,Student (Bachelor's),False,university,False,False,0
6555,5.5,Part-time,0.0,PhD,Русский,work,2007,False,1
6556,4.7.1959,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
6557,29.11.1986,Part-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
6558,9.6,Distance Learning,1.0,PhD,Русский;English,,False,False,0
6559,21.3.1985,Full-time,0.0,Student (Specialist),Русский,work,False,False,0
6560,23.5,Full-time,0.0,Alumnus (Specialist),Русский;Українська;English,university,2013,2017,1
6561,10.9.1978,Distance Learning,0.0,Alumnus (Specialist),Русский,work,False,False,1
6562,26.5,Part-time,0.0,Alumnus (Specialist),Русский,work,1991,False,1
6563,8.8.1988,Full-time,7.0,Student (Specialist),Русский,work,2012,False,0
6564,30.1.1986,Full-time,7.0,Alumnus (Specialist),Русский,university,False,False,0
6565,29.10,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
6566,21.8,Full-time,4.0,Alumnus (Specialist),Русский,work,False,False,1
6567,10.8,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,0
6568,12.11,,4.0,Student (Master's),False,university,2015,False,1
6569,14.9.1993,Full-time,0.0,Student (Bachelor's),Русский;English,university,2011,2012,0
6570,4.2,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
6571,28.2,Full-time,0.0,Alumnus (Bachelor's),Русский;English;Italiano,university,False,False,1
6572,26.2.1988,Full-time,4.0,Alumnus (Specialist),Русский;Українська,work,2018,False,0
6573,7.10.1985,Full-time,4.0,Student (Bachelor's),False,university,False,False,0
6574,23.12,Full-time,4.0,Alumnus (Bachelor's),False,university,2012,False,1
6575,,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
6576,,Full-time,0.0,Alumnus (Specialist),Русский,work,False,False,1
6577,,Full-time,0.0,Alumnus (Bachelor's),False,university,False,False,0
6578,6.6.1996,Full-time,4.0,Student (Bachelor's),Русский,work,2015,False,1
6579,7.3.1981,Full-time,4.0,Alumnus (Specialist),Русский;Саха тыла;English,work,2002,False,0
6580,6.1.1994,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
6581,5.10.1997,Full-time,4.0,Student (Bachelor's),False,university,False,False,1
6582,,Distance Learning,0.0,Student (Specialist),Русский,university,False,False,0
6583,18.5.1991,Distance Learning,1.0,Student (Specialist),Русский,university,2010,2014,1
6584,29.5,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
6585,30.3.1988,Full-time,1.0,Alumnus (Specialist),False,university,False,False,1
6586,16.6.1987,Distance Learning,0.0,Student (Specialist),Русский,university,False,False,0
6587,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
6588,17.11.1980,Full-time,0.0,Alumnus (Specialist),Русский,work,2007,False,1
6589,14.6,Full-time,0.0,Student (Master's),Русский,university,False,False,0
6590,23.10,Full-time,4.0,Student (Specialist),Русский;Українська,university,False,False,1
6591,15.10.1987,Full-time,1.0,Alumnus (Specialist),Русский;English,university,False,False,1
6592,16.8.1995,,0.0,Student (Bachelor's),Русский,university,False,False,1
6593,10.1,Full-time,4.0,Candidate of Sciences,Русский;English;Deutsch,university,False,False,1
6594,15.3,Full-time,0.0,Student (Bachelor's),Русский;English,university,False,False,1
6595,,Full-time,0.0,Student (Specialist),False,,False,False,1
6596,12.12,Full-time,0.0,Alumnus (Specialist),Русский,work,2006,False,1
6597,,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
6598,30.6.1991,Full-time,1.0,Student (Bachelor's),Русский;English;Español;Français,work,2012,False,1
6599,12.3,Distance Learning,4.0,PhD,False,university,False,False,0
6600,31.8,Full-time,4.0,PhD,O‘zbek;Türkçe;Русский;English;Қазақша,work,False,False,1
6601,4.7.1991,Distance Learning,0.0,Alumnus (Master's),Русский,work,2013,False,0
6602,28.8,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,1
6603,19.6.1992,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
6604,27.2.1990,Full-time,1.0,Undergraduate applicant,Русский,university,False,False,1
6605,2.4.1988,Distance Learning,0.0,PhD,Русский,work,False,False,0
6606,15.6,Full-time,4.0,Alumnus (Specialist),Русский,work,2003,False,0
6607,,Full-time,1.0,Alumnus (Bachelor's),Русский;English,university,False,False,0
6608,9.3,Distance Learning,0.0,Alumnus (Specialist),Русский,work,2005,False,1
6609,11.5.1983,Distance Learning,1.0,Alumnus (Specialist),False,university,False,False,0
6610,29.6.1958,Full-time,4.0,Alumnus (Specialist),Русский,,False,False,1
6611,25.11,Full-time,1.0,Student (Specialist),False,university,False,False,0
6612,2.2.1966,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,0
6613,20.5.1987,Part-time,4.0,Student (Specialist),Русский,work,2006,False,0
6614,31.3,,4.0,Alumnus (Specialist),False,university,False,False,1
6615,1.8.1993,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,1
6616,6.9.1986,Full-time,7.0,Alumnus (Specialist),Русский,work,2018,False,1
6617,17.7.1989,Full-time,0.0,Student (Specialist),Русский,work,2011,False,0
6618,,Distance Learning,4.0,Student (Specialist),Русский,university,False,False,0
6619,23.3.1985,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
6620,27.8.1985,Full-time,4.0,Student (Specialist),Русский,work,False,False,1
6621,12.11,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,1
6622,27.11.1996,Full-time,0.0,Student (Specialist),Русский;English;Lingua Latina,university,False,False,1
6623,24.8,Full-time,0.0,Alumnus (Bachelor's),False,work,2013,False,1
6624,14.2.1990,Full-time,4.0,Alumnus (Specialist),Русский;English,work,False,False,1
6625,19.1.1990,Full-time,0.0,Alumnus (Master's),Русский;Українська,university,False,False,1
6626,20.1.1984,Full-time,4.0,Alumnus (Specialist),False,work,2004,False,0
6627,30.1,Distance Learning,4.0,Student (Specialist),False,university,False,False,1
6628,5.1.1994,Full-time,4.0,Student (Bachelor's),False,work,2014,False,1
6629,15.10,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
6630,9.7.1984,Full-time,4.0,Alumnus (Specialist),Русский;Татарча,work,2006,False,0
6631,24.6.1994,Full-time,4.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
6632,4.5.1992,Distance Learning,4.0,Student (Bachelor's),Русский,work,2012,False,0
6633,26.2.1976,Distance Learning,0.0,Alumnus (Specialist),Русский,work,False,False,1
6634,6.10.1988,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
6635,2.4,Distance Learning,0.0,Undergraduate applicant,False,university,False,False,0
6636,,Full-time,7.0,Alumnus (Specialist),Русский,work,1987,False,1
6637,24.1.1985,Full-time,1.0,Alumnus (Bachelor's),Русский;Қазақша,university,False,False,1
6638,11.8.1990,Distance Learning,5.0,Student (Specialist),Русский,work,2008,False,1
6639,19.8,Full-time,7.0,Student (Specialist),Русский,university,False,False,0
6640,13.12.1976,Full-time,0.0,Alumnus (Bachelor's),False,university,False,False,0
6641,27.3,Full-time,0.0,Student (Bachelor's),False,university,False,False,1
6642,15.8,Part-time,0.0,Student (Bachelor's),Русский,university,False,False,0
6643,20.6.1994,Full-time,2.0,Alumnus (Master's),False,university,False,False,1
6644,,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
6645,,Full-time,1.0,Student (Bachelor's),Русский,university,False,False,0
6646,1.4.1990,Distance Learning,0.0,Student (Specialist),Русский,work,False,False,1
6647,30.10.1971,Full-time,6.0,Alumnus (Specialist),Русский,work,2001,False,0
6648,14.4.1992,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,0
6649,23.12,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
6650,2.4.1989,Distance Learning,4.0,Student (Specialist),False,work,2008,False,0
6651,,Full-time,4.0,Alumnus (Specialist),Русский,work,2011,False,0
6652,14.10,Full-time,0.0,Student (Bachelor's),Русский;English,university,False,False,0
6653,,Full-time,4.0,Student (Specialist),Русский,university,False,False,1
6654,27.5.1994,Full-time,0.0,Student (Master's),False,work,False,False,1
6655,11.9.1992,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
6656,27.10.1982,Distance Learning,0.0,Student (Master's),Русский,university,False,False,1
6657,,Full-time,4.0,Student (Specialist),False,university,False,False,1
6658,31.7,Full-time,0.0,Student (Bachelor's),Русский;English;Deutsch,university,False,False,1
6659,11.9.1980,Full-time,1.0,Alumnus (Master's),False,university,False,False,1
6660,6.5.1988,Full-time,4.0,PhD,Русский,university,False,False,0
6661,15.10.1975,Part-time,0.0,Alumnus (Specialist),Русский;العربية,work,1992,False,0
6662,22.4,,4.0,Alumnus (Specialist),Русский,university,False,False,1
6663,5.4,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
6664,20.7,Distance Learning,4.0,Student (Specialist),Русский;English;Українська,university,2007,2010,0
6665,28.6.1990,Full-time,1.0,Alumnus (Specialist),Русский,university,2012,2017,1
6666,6.2.1986,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,0
6667,21.3,,4.0,Alumnus (Specialist),Русский,work,2018,False,1
6668,1.7.1991,Full-time,0.0,Student (Bachelor's),Русский,,False,False,1
